cp7,concelho,distrito
7800-780,,
7830-000,,
7750-104,,
8005-073,,
8005-321,,
8700-283,,
8005-000,,
8000-136,,
8005-127,,
8000-000,,
8005-072,,
8005-298,,
8000-147,,
8005-308,,
8005-311,,
8005-124,,
8005-315,,
8600-000,,
8600-269,,
8600-265,,
8600-647,,
8100-659,,
8135-000,,
8100-000,,
8100-657,,
8125-463,,
8125-032,,
8100-645,,
8125-000,,
8125-810,,
8125-161,,
8125-155,,
8700-000,,
8700-045,,
8700-168,,
8700-229,,
8700-244,,
8365-000,,
8300-000,,
8800-436,,
8800-000,,
8800-465,,
8500-470,,
8500-517,,
8500-803,,
8500-000,,
8500-301,,
8500-447,,
8500-516,,
8500-295,,
8500-482,,
8500-079,,
8500-838,,
8500-779,,
8500-312,,
8500-053,,
8500-713,,
8200-916,,
8200-361,,
8200-238,,
8950-000,,
8400-000,,
8150-000,,
8900-489,,
8900-414,,
8900-000,,
8900-100,,
4820-000,,
4710-174,,
4700-000,,
4700-164,,
4710-038,,
4705-000,,
4700-249,,
4700-761,,
4710-000,,
4715-000,,
4700-913,,
4710-358,,
4710-252,,
4700-189,,
4700-012,,
4720-000,,
4815-766,,
4815-000,,
4750-206,,
4755-000,,
4750-000,,
4740-000,,
4740-307,,
4805-000,,
4810-000,,
4810-536,,
4765-698,,
4810-545,,
4810-248,,
4765-469,,
4800-000,,
4835-024,,
4810-082,,
4835-000,,
4810-066,,
4730-714,,
4730-687,,
4730-000,,
4730-118,,
4830-000,,
4890-000,,
4765-631,,
4760-000,,
4765-000,,
4770-000,,
7000-773,,
7000-699,,
7005-000,,
7000-233,,
7170-000,,
7040-000,,
7150-000,,
7160-000,,
7050-000,,
7200-000,,
7200-490,,
4470-538,,
4475-000,,
4425-131,,
4425-299,,
4425-244,,
4475-316,,
4470-000,,
4425-000,,
4640-000,,
4250-000,,
4000-000,,
4300-000,,
4100-155,,
4000-317,,
4200-275,,
4350-000,,
4100-467,,
4200-000,,
4200-300,,
4050-000,,
4100-000,,
4200-402,,
4000-127,,
4150-000,,
4150-073,,
4745-000,,
4785-000,,
4620-151,,
4620-000,,
4580-384,,
4580-498,,
4580-851,,
4585-942,,
4585-477,,
4585-029,,
4580-000,,
4580-521,,
4580-639,,
4580-572,,
4585-921,,
4580-517,,
4585-000,,
4445-000,,
4440-000,,
4615-517,,
4605-000,,
4600-000,,
4615-283,,
4510-000,,
4510-514,,
4420-000,,
4435-726,,
4435-359,,
4420-592,,
4510-611,,
4420-630,,
4435-064,,
4435-779,,
4435-000,,
4435-304,,
4575-201,,
4560-000,,
4575-116,,
4560-842,,
4560-868,,
4560-830,,
4575-000,,
4610-163,,
4615-000,,
4650-000,,
4610-719,,
4615-352,,
4610-000,,
4610-606,,
4450-716,,
4465-760,,
4460-757,,
4465-668,,
4460-092,,
4465-065,,
4460-808,,
4455-819,,
4460-000,,
4465-000,,
4460-016,,
4450-169,,
4450-421,,
4465-705,,
4450-450,,
4455-000,,
4450-397,,
4450-000,,
4465-034,,
4455-160,,
4450-409,,
4465-050,,
4780-000,,
4795-000,,
4485-967,,
4485-000,,
4480-736,,
4480-000,,
4480-679,,
4480-739,,
4480-206,,
4495-000,,
4495-617,,
4495-595,,
4495-627,,
4495-631,,
4495-641,,
4495-494,,
4490-000,,
4595-000,,
4590-000,,
4415-000,,
4415-567,,
4405-495,,
4400-494,,
4400-000,,
4400-104,,
4430-634,,
4413-302,,
4410-000,,
4415-568,,
4410-315,,
4400-719,,
4405-000,,
4430-000,,
4415-294,,
4405-112,,
4405-387,,
4625-000,,
4635-000,,
4625-541,,
4630-000,,
4630-211,,
3520-042,,
3520-000,,
3500-022,,
3515-475,,
3510-000,,
3510-143,,
3510-792,,
3500-504,,
3500-000,,
3515-000,,
3505-093,,
3510-166,,
3510-215,,
3515-386,,
3510-314,,
3500-462,,
3505-000,,
3505-513,,
3510-588,,
5100-008,,
5100-000,,
5100-183,,
5100-020,,
5100-207,,
5100-007,,
4660-000,,
3610-168,,
3530-138,,
3430-000,,
3430-010,,
3440-397,,
3440-000,,
3660-169,,
3660-000,,
3680-000,,
5130-000,,
3880-000,,
3885-000,,
3840-222,,
3840-000,,
3750-761,,
3750-000,,
3750-839,,
3780-000,,
4540-000,,
3800-278,,
3810-000,,
3800-000,,
3810-330,,
3800-825,,
3830-000,,
3830-889,,
4500-294,,
4500-000,,
3050-000,,
3730-000,,
4550-000,,
3770-000,,
3720-000,,
3720-141,,
3720-924,,
3700-010,,
3700-000,,
4520-555,,
4520-751,,
4520-907,,
4520-001,,
4505-000,,
4535-196,,
4525-000,,
4520-467,,
4535-000,,
4520-000,,
4535-062,,
6300-340,,
2400-809,,
2420-649,,
2425-000,,
2400-533,,
2415-000,,
2415-640,,
2420-075,,
2400-078,,
2400-163,,
2410-000,,
2420-000,,
2400-000,,
3105-561,,
3100-534,,
3100-130,,
3105-000,,
3100-000,,
2440-000,,
2520-000,,
2460-000,,
2475-000,,
2540-000,,
2480-000,,
2485-000,,
2430-822,,
2430-000,,
2430-202,,
2430-011,,
2430-170,,
2430-391,,
2430-070,,
2430-359,,
2500-000,,
2665-000,,
2640-585,,
2640-000,,
2655-505,,
2655-000,,
1990-337,,
1050-000,,
1750-000,,
1070-000,,
1950-422,,
1900-000,,
1950-418,,
1600-000,,
1990-000,,
1000-000,,
1350-184,,
1990-307,,
1600-260,,
1900-718,,
1400-151,,
1950-017,,
1300-000,,
1800-000,,
1603-160,,
1400-000,,
1750-491,,
1990-080,,
1990-031,,
1250-000,,
1170-000,,
1700-000,,
1600-369,,
1600-352,,
1100-000,,
1750-213,,
1200-000,,
1950-000,,
1150-000,,
1750-382,,
1750-383,,
1350-000,,
1500-000,,
2685-000,,
2680-436,,
2695-749,,
2695-764,,
2685-119,,
2680-000,,
2690-771,,
1885-000,,
2695-000,,
2690-396,,
2670-000,,
2690-099,,
2680-251,,
2670-402,,
1990-105,,
1990-102,,
2695-369,,
2660-000,,
2690-650,,
2695-179,,
2695-375,,
2690-000,,
2695-200,,
2730-000,,
2780-000,,
2770-000,,
2790-000,,
1495-073,,
2740-204,,
2740-734,,
2740-000,,
1495-000,,
2795-000,,
2760-000,,
2635-000,,
2725-000,,
2605-466,,
2705-589,,
2710-000,,
2635-479,,
2635-070,,
2705-000,,
2745-376,,
2715-251,,
2745-628,,
2715-770,,
2715-000,,
2745-000,,
2605-465,,
2715-147,,
2735-000,,
2605-000,,
2605-462,,
2720-754,,
2610-000,,
2720-824,,
2720-000,,
2650-000,,
2723-272,,
2650-762,,
2610-535,,
2700-000,,
2720-823,,
2779-513,,
2765-000,,
2645-383,,
2785-354,,
2785-000,,
2645-154,,
2750-000,,
2755-000,,
2765-004,,
2775-000,,
2645-000,,
2775-050,,
2755-074,,
2765-718,,
2580-000,,
2580-523,,
2580-540,,
2050-044,,
2050-000,,
2050-453,,
2530-000,,
2675-070,,
2675-063,,
2620-541,,
1675-132,,
1685-555,,
2675-000,,
2675-223,,
1685-000,,
2620-000,,
2620-740,,
2620-372,,
1675-210,,
2675-522,,
1675-000,,
2565-000,,
2560-000,,
2630-000,,
2600-407,,
2625-736,,
2615-000,,
2600-536,,
2625-000,,
2600-000,,
3070-673,,
3070-000,,
3070-016,,
3200-000,,
3200-199,,
3130-000,,
3420-000,,
3150-350,,
3045-530,,
3045-414,,
3045-000,,
3040-031,,
3040-000,,
3030-258,,
3030-770,,
3030-294,,
3045-409,,
3045-231,,
3020-268,,
3040-310,,
3020-433,,
3040-012,,
3030-000,,
3045-222,,
3040-196,,
3030-452,,
3025-000,,
3000-000,,
3020-000,,
3060-021,,
3060-356,,
3060-000,,
3150-000,,
3080-304,,
3080-000,,
3090-000,,
3080-217,,
3220-000,,
3140-000,,
2835-000,,
2860-000,,
2820-000,,
2815-698,,
2815-671,,
2825-000,,
2825-781,,
2815-000,,
2800-000,,
2815-766,,
2800-546,,
2810-362,,
2805-000,,
2810-000,,
2840-432,,
2845-000,,
2840-056,,
2840-609,,
2865-000,,
2840-000,,
2865-065,,
2840-010,,
2855-000,,
2855-832,,
2870-170,,
2870-000,,
2870-083,,
2955-000,,
2950-000,,
2900-000,,
2900-620,,
2925-000,,
2925-806,,
2925-795,,
2910-000,,
2830-000,,
2835-024,,
2835-021,,
7570-007,,
2970-000,,
2970-140,,
2975-000,,
2890-000,,
2890-461,,
2890-396,,
7595-000,,
7580-000,,
5300-670,,
5300-000,,
5370-529,,
5370-511,,
5360-000,,
5350-000,,
5180-182,,
2495-473,,
2495-000,,
2490-000,,
2490-513,,
2300-000,,
2300-348,,
2305-000,,
2300-314,,
2150-000,,
2150-120,,
2070-000,,
2100-000,,
2200-000,,
2205-000,,
2200-386,,
2200-021,,
2380-000,,
2080-000,,
2090-000,,
2005-000,,
2025-000,,
2005-066,,
2000-000,,
2005-324,,
2130-025,,
2135-000,,
2130-109,,
2130-243,,
2130-000,,
2130-217,,
2130-234,,
2130-021,,
2130-022,,
2040-000,,
2330-088,,
2330-086,,
2330-000,,
2330-085,,
2120-000,,
5400-422,,
5400-000,,
5430-000,,
5000-000,,
5050-000,,
4880-000,,
5450-000,,
5030-000,,
7350-000,,
7350-297,,
7350-226,,
7350-301,,
7450-000,,
7300-000,,
9760-127,,
9760-025,,
9760-037,,
9760-287,,
9760-035,,
9760-032,,
9760-191,,
9760-023,,
9760-028,,
9760-031,,
9760-426,,
9760-520,,
9760-198,,
9760-505,,
9760-213,,
9760-014,,
9760-017,,
9760-011,,
9760-039,,
9760-575,,
9760-273,,
9760-419,,
9760-016,,
9760-286,,
9760-012,,
9760-019,,
9760-851,,
9760-192,,
9760-024,,
9760-033,,
9760-251,,
9760-038,,
9760-119,,
9760-029,,
9760-030,,
9760-564,,
9760-196,,
9760-018,,
9760-099,,
9760-026,,
9760-021,,
9760-496,,
9760-036,,
9760-022,,
9760-020,,
9700-086,,
9700-042,,
9700-099,,
9700-072,,
9700-020,,
9700-039,,
9700-050,,
9700-065,,
9700-053,,
9700-019,,
9700-044,,
9700-070,,
9700-021,,
9700-096,,
9700-016,,
9700-059,,
9700-015,,
9700-088,,
9700-131,,
9700-085,,
9700-012,,
9700-026,,
9700-009,,
9700-081,,
9700-066,,
9700-017,,
9700-040,,
9700-013,,
9700-060,,
9700-718,,
9700-077,,
9700-022,,
9700-080,,
9700-069,,
9700-041,,
9700-043,,
9700-051,,
9700-061,,
9700-073,,
9700-055,,
9700-092,,
9700-023,,
9700-087,,
9700-097,,
9700-079,,
9700-550,,
9700-062,,
9700-091,,
9700-011,,
9700-014,,
9700-094,,
9700-078,,
9700-027,,
9700-046,,
9700-052,,
9700-025,,
9700-054,,
9700-093,,
9700-028,,
9700-068,,
9700-037,,
9700-033,,
9700-049,,
9700-024,,
9700-089,,
9700-029,,
9700-064,,
9700-058,,
9700-076,,
9700-082,,
9700-075,,
9700-032,,
9700-038,,
9700-035,,
9700-045,,
9700-047,,
9700-199,,
9700-056,,
9700-098,,
9700-030,,
9900-070,,
9900-099,,
9900-087,,
9900-367,,
9900-039,,
9900-018,,
9900-078,,
9900-066,,
9900-091,,
9900-016,,
9900-020,,
9900-084,,
9900-049,,
9900-082,,
9900-053,,
9900-069,,
9900-024,,
9900-083,,
9900-028,,
9900-074,,
9900-096,,
9900-086,,
9900-073,,
9900-037,,
9900-038,,
9900-046,,
9900-328,,
9900-031,,
9900-071,,
9900-345,,
9900-058,,
9900-017,,
9900-019,,
9900-023,,
9900-076,,
9900-344,,
9900-050,,
9900-065,,
9900-081,,
9900-077,,
9900-346,,
9900-062,,
9900-021,,
9900-011,,
9900-085,,
9900-094,,
9900-045,,
9900-326,,
9900-056,,
9900-064,,
9900-089,,
9900-026,,
9900-027,,
9900-059,,
9900-374,,
9900-013,,
9900-329,,
9900-364,,
9900-080,,
9900-097,,
9900-057,,
9900-029,,
9900-067,,
9900-044,,
9900-322,,
9900-063,,
9900-015,,
9900-075,,
9900-095,,
9900-014,,
9900-093,,
9900-052,,
9900-098,,
6230-000,,
6230-526,,
6200-251,,
6200-876,,
6200-875,,
6000-781,,
9000-176,,
9000-150,,
9000-198,,
9000-268,,
9000-783,,
9020-021,,
9000-605,,
9000-180,,
9000-073,,
9050-450,,
9060-300,,
9000-260,,
9000-634,,
9050-059,,
9020-086,,
9000-769,,
9000-029,,
9050-225,,
9000-223,,
9000-136,,
9020-111,,
9000-058,,
9000-621,,
9050-075,,
9020-276,,
9020-245,,
9000-662,,
9000-774,,
9020-416,,
9060-239,,
9020-402,,
9000-115,,
9000-679,,
9000-264,,
9000-705,,
9020-047,,
9000-779,,
9000-191,,
9020-396,,
9000-771,,
9000-683,,
9000-098,,
9000-243,,
9020-223,,
9020-261,,
9000-247,,
9050-457,,
9000-031,,
9000-604,,
9050-021,,
9000-025,,
9000-269,,
9000-003,,
9000-737,,
9020-393,,
9000-664,,
9000-682,,
9000-222,,
9000-183,,
9020-122,,
9050-025,,
9000-215,,
9020-323,,
9000-241,,
9000-044,,
9000-637,,
9000-721,,
9060-185,,
9020-418,,
9020-412,,
9000-169,,
9000-161,,
9000-217,,
9004-509,,
9000-199,,
9020-071,,
9000-256,,
9000-103,,
9020-002,,
9000-177,,
9050-234,,
9000-685,,
9000-738,,
9000-202,,
9020-117,,
9000-087,,
9000-062,,
9020-209,,
9000-200,,
9050-071,,
9000-775,,
9050-000,,
9020-417,,
9020-165,,
9050-079,,
9000-665,,
9020-095,,
9000-074,,
9000-606,,
9000-056,,
9000-159,,
9050-012,,
9000-179,,
9000-164,,
9000-622,,
9000-140,,
9050-011,,
9020-024,,
9020-283,,
9020-262,,
9000-079,,
9060-000,,
9000-189,,
9020-064,,
9000-120,,
9000-123,,
9050-019,,
9000-046,,
9000-777,,
9000-764,,
9000-768,,
9000-638,,
9020-063,,
9020-381,,
9000-143,,
9000-030,,
9004-527,,
9060-137,,
9000-049,,
9000-032,,
9004-541,,
9000-110,,
9020-012,,
9060-073,,
9020-135,,
9000-204,,
9000-060,,
9050-051,,
9000-205,,
9000-072,,
9050-015,,
9050-046,,
9000-054,,
9000-149,,
9050-023,,
9004-520,,
9000-013,,
9000-089,,
9020-158,,
9050-067,,
9000-021,,
9050-068,,
9020-045,,
9000-051,,
9000-158,,
9000-040,,
9000-036,,
9000-084,,
9000-067,,
9000-696,,
9000-720,,
9050-027,,
9020-330,,
9050-028,,
9020-034,,
9020-032,,
9000-708,,
9000-184,,
9050-062,,
9000-616,,
9050-020,,
9000-684,,
9050-445,,
9000-649,,
9000-005,,
9000-612,,
9000-680,,
9000-068,,
9000-246,,
9050-070,,
9020-105,,
9000-083,,
9050-053,,
9020-316,,
9020-123,,
9000-645,,
9000-236,,
9020-415,,
9050-401,,
9000-614,,
9000-042,,
9000-045,,
9000-749,,
9050-047,,
9000-065,,
9004-516,,
9004-512,,
9000-034,,
9050-089,,
9050-024,,
9000-057,,
9000-267,,
9020-015,,
9000-018,,
9000-026,,
9000-075,,
9000-747,,
9060-160,,
9000-265,,
9000-669,,
9000-047,,
9020-187,,
9060-011,,
9600-099,,
9050-489,,
9000-043,,
9000-190,,
9050-080,,
9000-742,,
9004-524,,
9000-144,,
9000-743,,
9060-194,,
9000-206,,
9000-016,,
9020-409,,
9000-727,,
9000-736,,
9000-765,,
9050-069,,
9000-160,,
9000-192,,
9050-328,,
9000-782,,
9000-628,,
9000-647,,
9000-171,,
9004-537,,
9000-163,,
9000-082,,
9000-061,,
9000-663,,
9000-015,,
9050-440,,
9000-216,,
9000-208,,
9020-040,,
9000-759,,
9000-153,,
9000-162,,
9020-102,,
9000-500,,
9000-187,,
9000-113,,
9000-266,,
9000-012,,
9000-168,,
9000-039,,
9050-026,,
9000-145,,
9020-130,,
9000-735,,
9000-105,,
9000-716,,
9000-221,,
9000-756,,
9020-027,,
9020-072,,
9000-116,,
9000-019,,
9000-070,,
9000-248,,
9050-048,,
9020-329,,
9020-001,,
9000-428,,
9050-206,,
9000-213,,
9000-090,,
9020-426,,
9050-447,,
9020-198,,
9000-048,,
9000-038,,
9020-062,,
9000-088,,
9000-767,,
9000-776,,
9000-020,,
9000-250,,
9000-000,,
9000-167,,
9000-154,,
9000-643,,
9050-064,,
9000-641,,
9000-174,,
9000-166,,
9000-100,,
9000-059,,
9000-170,,
9020-411,,
9000-064,,
9050-555,,
9060-380,,
9000-080,,
9050-052,,
9020-176,,
9000-141,,
9000-050,,
9000-739,,
9000-081,,
9000-111,,
9000-017,,
9000-690,,
9020-000,,
9060-271,,
9000-028,,
9000-273,,
9000-754,,
9020-103,,
9200-000,,
9200-216,,
9225-000,,
9200-201,,
9200-134,,
9225-050,,
9200-112,,
9200-032,,
9200-209,,
9230-000,,
9125-000,,
9100-146,,
9100-000,,
9100-156,,
9135-430,,
9135-000,,
9100-180,,
9270-000,,
9400-000,,
9360-516,,
9360-000,,
9360-559,,
9360-544,,
9360-561,,
9360-537,,
9360-523,,
9360-543,,
9240-019,,
9240-108,,
9240-217,,
9240-020,,
9240-215,,
9240-207,,
9240-000,,
9240-211,,
9240-216,,
9240-222,,
9350-146,,
9350-000,,
9350-416,,
9350-419,,
9350-091,,
9325-000,,
9300-000,,
9300-029,,
9325-052,,
9300-091,,
9300-092,,
9300-306,,
9300-006,,
9325-331,,
9300-303,,
9300-076,,
9300-167,,
9300-161,,
9300-004,,
9300-155,,
9300-090,,
9300-166,,
9370-572,,
9370-175,,
9370-057,,
9370-264,,
9370-620,,
9370-112,,
9370-711,,
9370-056,,
9370-715,,
9370-048,,
9370-075,,
9370-275,,
9370-765,,
9370-644,,
9370-136,,
9370-217,,
9370-077,,
9370-635,,
9370-731,,
9370-090,,
9370-611,,
9370-079,,
9370-581,,
9370-000,,
9370-139,,
9370-705,,
9370-640,,
9370-255,,
4950-000,,
4910-000,,
4930-000,,
4930-304,,
4990-000,,
4983-500,,
4980-000,,
4935-051,,
4900-000,,
4935-000,,
4970-515,,
9400-075,,
9400-198,,
9400-139,,
9400-230,,
9400-132,,
9400-140,,
9400-060,,
9400-172,,
9400-035,,
9400-045,,
9400-192,,
9400-137,,
9400-131,,
9400-200,,
9400-210,,
9400-133,,
9400-085,,
9400-155,,
9400-199,,
9400-010,,
9400-191,,
9400-242,,
9400-159,,
9400-197,,
9400-212,,
9400-181,,
9400-162,,
9400-213,,
9675-061,,
9675-022,,
9500-517,,
9500-087,,
9555-066,,
9500-417,,
9545-032,,
9500-607,,
9545-036,,
9555-016,,
9545-026,,
9555-040,,
9555-060,,
9500-020,,
9500-076,,
9545-028,,
9500-015,,
9500-068,,
9555-015,,
9545-064,,
9555-047,,
9500-079,,
9500-032,,
9500-050,,
9500-078,,
9500-082,,
9500-044,,
9555-043,,
9545-027,,
9500-040,,
9545-053,,
9500-065,,
9500-083,,
9500-031,,
9545-021,,
9500-099,,
9555-061,,
9545-025,,
9500-013,,
9500-042,,
9545-056,,
9555-069,,
9500-016,,
9555-023,,
9500-043,,
9500-014,,
9555-041,,
9545-011,,
9545-066,,
9500-075,,
9500-095,,
9500-097,,
9500-070,,
9555-093,,
9545-029,,
9500-022,,
9500-026,,
9500-071,,
9500-096,,
9500-037,,
9545-058,,
9500-027,,
9555-062,,
9500-049,,
9500-085,,
9555-032,,
9500-295,,
9500-081,,
9500-051,,
9555-017,,
9500-088,,
9555-073,,
9545-068,,
9545-080,,
9545-538,,
9500-038,,
9545-038,,
9500-073,,
9555-014,,
9545-062,,
9500-039,,
9500-028,,
9500-069,,
9500-053,,
9545-035,,
9500-021,,
9500-054,,
9555-021,,
9555-033,,
9500-089,,
9500-063,,
9555-018,,
9500-093,,
9500-062,,
9500-035,,
9555-031,,
9545-031,,
9500-080,,
9500-030,,
9545-020,,
9500-091,,
9500-066,,
9500-052,,
9545-052,,
9555-076,,
9555-013,,
9500-010,,
9500-057,,
9500-023,,
9545-051,,
9500-072,,
9555-075,,
9545-059,,
9500-060,,
9500-033,,
9555-019,,
9500-045,,
9500-061,,
9555-045,,
9545-024,,
9500-074,,
9500-084,,
9545-244,,
9545-063,,
9500-059,,
9500-055,,
9504-545,,
9545-030,,
9500-507,,
9545-061,,
9555-081,,
9504-537,,
9555-025,,
9500-086,,
9555-022,,
9500-094,,
9545-060,,
9555-012,,
9500-092,,
9500-012,,
9555-067,,
9600-019,,
9625-202,,
9600-063,,
9625-025,,
9600-057,,
9625-035,,
9600-074,,
9600-067,,
9600-052,,
9625-502,,
9600-069,,
9625-023,,
9600-092,,
9600-083,,
9600-077,,
9600-068,,
9600-055,,
9600-061,,
9625-032,,
9600-093,,
9600-051,,
9600-091,,
9600-072,,
9600-507,,
9625-014,,
9600-054,,
9600-096,,
9600-133,,
9625-203,,
9600-081,,
9600-016,,
9600-579,,
9600-318,,
9600-062,,
9600-095,,
9600-053,,
9600-084,,
9600-075,,
9625-021,,
9600-011,,
9600-020,,
9625-026,,
9600-022,,
9600-085,,
9600-097,,
9600-230,,
9625-022,,
9600-017,,
9625-028,,
9600-089,,
9600-078,,
9625-013,,
9600-058,,
9600-086,,
9625-204,,
9600-071,,
9625-034,,
9600-012,,
9600-502,,
9600-070,,
9600-079,,
9600-073,,
9600-087,,
9600-082,,
9625-060,,
9600-076,,
9600-015,,
9625-031,,
9600-098,,
9600-056,,
9600-059,,
9600-018,,
9600-410,,
9625-029,,
9600-088,,
9600-060,,
9625-030,,
9600-065,,
9600-021,,
9625-027,,
9600-106,,
9600-064,,
9600-090,,
9625-033,,
9560-073,,
9560-013,,
9560-022,,
9560-070,,
9560-052,,
9560-037,,
9560-041,,
9560-033,,
9560-024,,
9560-087,,
9560-030,,
9560-077,,
9560-066,,
9560-061,,
9560-038,,
9560-080,,
9560-054,,
9560-050,,
9560-042,,
9560-097,,
9560-086,,
9560-082,,
9560-035,,
9560-048,,
9560-084,,
9560-064,,
9560-067,,
9560-094,,
9560-020,,
9560-095,,
9560-093,,
9560-083,,
9560-053,,
9560-055,,
9560-026,,
9560-031,,
9560-057,,
9560-021,,
9560-072,,
9560-036,,
9560-017,,
9560-090,,
9560-096,,
9560-089,,
9560-027,,
9560-014,,
9560-137,,
9560-051,,
9560-245,,
9560-029,,
9560-039,,
9560-078,,
9560-088,,
9560-063,,
9560-011,,
9560-010,,
9560-043,,
9560-060,,
9560-126,,
9560-085,,
9560-062,,
9560-059,,
9560-046,,
9560-091,,
9560-099,,
9560-079,,
9560-098,,
9560-065,,
9560-075,,
9560-081,,
9560-044,,
9560-058,,
9560-015,,
9560-047,,
9560-074,,
9560-071,,
9560-049,,
9680-423,,
9680-060,,
9680-028,,
9680-015,,
9680-441,,
9680-183,,
9680-464,,
9680-027,,
9680-024,,
9680-454,,
9680-468,,
9680-017,,
9680-019,,
9680-018,,
9680-434,,
9680-148,,
9680-022,,
9680-437,,
9680-428,,
9680-025,,
9680-520,,
9680-029,,
9680-430,,
9680-026,,
9680-466,,
9680-442,,
9680-421,,
9680-016,,
9680-021,,
9680-023,,
8100-512,,
8125-602,,
8100-330,,
8125-135,,
8800-124,,
3260-000,,
1990-087,,
1685-930,,
3040-630,,
2435-683,,
9060-204,,
9000-011,,
9020-037,,
9050-221,,
9060-027,,
9020-148,,
9060-429,,
9000-117,,
9050-099,,
9020-119,,
9060-246,,
9020-422,,
9020-121,,
9020-259,,
9050-095,,
9020-151,,
9020-128,,
9020-132,,
9020-191,,
9050-014,,
9060-174,,
9050-022,,
9020-214,,
9020-349,,
9000-211,,
9050-097,,
9000-155,,
9060-082,,
9000-270,,
9000-119,,
9020-201,,
9000-619,,
9020-097,,
9060-141,,
9050-458,,
9050-085,,
9060-313,,
9050-073,,
9060-147,,
9050-072,,
9020-270,,
9020-149,,
9020-391,,
9000-069,,
9060-173,,
9050-218,,
9000-653,,
9020-129,,
9020-004,,
9060-395,,
9000-224,,
9060-400,,
9020-343,,
9050-219,,
9020-234,,
9060-007,,
9270-156,,
9360-531,,
9360-554,,
9360-576,,
9360-572,,
9240-121,,
9300-047,,
9370-083,,
9370-546,,
9400-134,,
9400-129,,
9400-220,,
9400-231,,
9400-110,,
9400-237,,
9400-194,,
9400-100,,
9400-168,,
9400-141,,
9400-179,,
9400-055,,
9400-128,,
9400-125,,
9400-050,,
9400-185,,
9400-234,,
9580-012,,
9580-030,,
9580-024,,
9580-011,,
9580-475,,
9580-019,,
9580-018,,
9630-049,,
9630-016,,
9630-082,,
9630-019,,
9630-050,,
9630-083,,
9630-051,,
9630-045,,
9630-043,,
9630-042,,
9630-087,,
9630-081,,
9630-021,,
9630-044,,
9630-086,,
9630-090,,
9630-014,,
9630-091,,
9675-038,,
9675-057,,
9650-018,,
9650-022,,
9675-024,,
9675-058,,
9675-064,,
9650-015,,
9675-052,,
9675-041,,
9675-040,,
9675-039,,
9675-055,,
9675-030,,
9675-069,,
9675-042,,
9545-057,,
9560-068,,